,contributors,coordinates,created_at,entities,favorite_count,favorited,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,metadata,place,possibly_sensitive,retweet_count,retweeted,retweeted_status,source,text,truncated,user,sentimento
0,,,Wed May 30 14:45:24 +0000 2018,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/49RKnb9FYb', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1001836981532463104', u'display_url': u'twitter.com/i/web/status/1…'}]}",207,False,,1001836981532463104,1001836981532463104,,,,,,False,es,"{u'iso_language_code': u'es', u'result_type': u'popular'}","{u'country_code': u'VE', u'url': u'https://api.twitter.com/1.1/geo/id/043383f8b2b79918.json', u'country': u'Venezuela', u'place_type': u'country', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.3540725, 0.648837], [-59.8037796, 0.648837], [-59.8037796, 12.1968022], [-73.3540725, 12.1968022]]]}, u'contained_within': [], u'full_name': u'Venezuela', u'attributes': {}, u'id': u'043383f8b2b79918', u'name': u'Venezuela'}",False,403,False,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","INTERNACIONALES | El Tribunal Regional Federal de la Tercera Región de Brasil, ordenó la restitución de sus derecho… https://t.co/49RKnb9FYb",True,"{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': False, u'default_profile_image': False, u'id': 118864905, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme17/bg.gif', u'verified': True, u'translator_type': u'regular', u'profile_text_color': u'333333', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/917506292423344129/_5qaXsUk_normal.jpg', u'profile_sidebar_fill_color': u'E6F6F9', u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/m6LaVCRB7I', u'indices': [0, 23], u'expanded_url': u'http://vtv.gob.ve', u'display_url': u'vtv.gob.ve'}]}, u'description': {u'urls': [{u'url': u'https://t.co/a5JJYTXIYk', u'indices': [61, 84], u'expanded_url': u'http://facebook.com/VTVtuCanal', u'display_url': u'facebook.com/VTVtuCanal'}, {u'url': u'https://t.co/ej8nGm7m4t', u'indices': [87, 110], u'expanded_url': u'http://youtube.com/MultimedioVTV', u'display_url': u'youtube.com/MultimedioVTV'}, {u'url': u'https://t.co/hCy05R9VFU', u'indices': [113, 136], u'expanded_url': u'http://instagram.com/VTVcanal8', u'display_url': u'instagram.com/VTVcanal8'}]}}, u'followers_count': 1514220, u'profile_sidebar_border_color': u'000000', u'id_str': u'118864905', u'profile_background_color': u'ABB8C2', u'listed_count': 6327, u'is_translation_enabled': True, u'utc_offset': None, u'statuses_count': 695699, u'description': u'Somos Venezolana de Televisión, 24 horas en vivo | Síguenos  https://t.co/a5JJYTXIYk | https://t.co/ej8nGm7m4t | https://t.co/hCy05R9VFU', u'friends_count': 531, u'location': u'Venezuela', u'profile_link_color': u'1B95E0', u'profile_image_url': u'http://pbs.twimg.com/profile_images/917506292423344129/_5qaXsUk_normal.jpg', u'following': False, u'geo_enabled': True, u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/118864905/1527167189', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme17/bg.gif', u'screen_name': u'VTVcanal8', u'lang': u'es', u'profile_background_tile': True, u'favourites_count': 1452, u'name': u'VTV CANAL 8', u'notifications': False, u'url': u'https://t.co/m6LaVCRB7I', u'created_at': u'Mon Mar 01 23:44:14 +0000 2010', u'contributors_enabled': False, u'time_zone': None, u'protected': False, u'default_profile': False, u'is_translator': False}",0.0
1,,,Wed May 30 00:59:20 +0000 2018,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/t0fceWR0pE', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1001629096638631936', u'display_url': u'twitter.com/i/web/status/1…'}]}",692,False,,1001629096638631936,1001629096638631936,,,,,,False,pt,"{u'iso_language_code': u'pt', u'result_type': u'popular'}",,False,213,False,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",300 acadêmicos e intelectuais lançaram um manifesto  denunciando a prisão do ex-presidente Luiz Inácio Lula da Silv… https://t.co/t0fceWR0pE,True,"{u'follow_request_sent': False, u'has_extended_profile': False, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 111123176, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme1/bg.png', u'verified': True, u'translator_type': u'none', u'profile_text_color': u'333333', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/974363284295077890/DRBkhPqv_normal.jpg', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/SCfeqdpVBC', u'indices': [0, 23], u'expanded_url': u'http://bit.ly/FinancieJeanWyllys', u'display_url': u'bit.ly/FinancieJeanWy\u2026'}]}, u'description': {u'urls': []}}, u'followers_count': 706215, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'111123176', u'profile_background_color': u'C0DEED', u'listed_count': 2345, u'is_translation_enabled': False, u'utc_offset': None, u'statuses_count': 65094, u'description': u'Jornalista, professor universitário e escritor baiano. Pré-candidato a deputado federal pelo PSOL-RJ.
Doe aqui 👇 para a nossa futura campanha!', u'friends_count': 711, u'location': u'Rio de Janeiro', u'profile_link_color': u'3B94D9', u'profile_image_url': u'http://pbs.twimg.com/profile_images/974363284295077890/DRBkhPqv_normal.jpg', u'following': False, u'geo_enabled': True, u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/111123176/1526939321', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'jeanwyllys_real', u'lang': u'pt', u'profile_background_tile': True, u'favourites_count': 855, u'name': u'Jean Wyllys', u'notifications': False, u'url': u'https://t.co/SCfeqdpVBC', u'created_at': u'Wed Feb 03 21:58:06 +0000 2010', u'contributors_enabled': False, u'time_zone': None, u'protected': False, u'default_profile': False, u'is_translator': False}",-1.0
2,,,Wed May 30 09:45:00 +0000 2018,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/NOVejKNslR', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1001761383770357761', u'display_url': u'twitter.com/i/web/status/1…'}]}",55,False,,1001761383770357761,1001761383770357761,,,,,,False,en,"{u'iso_language_code': u'en', u'result_type': u'popular'}",,False,43,False,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","With 39% of voting intention, Brazil’s ex-president Luiz Inácio Lula da Silva maintains a comfortable lead among ot… https://t.co/NOVejKNslR",True,"{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 64257256, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme14/bg.gif', u'verified': True, u'translator_type': u'none', u'profile_text_color': u'333333', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/842837583331643392/eDnunIQJ_normal.jpg', u'profile_sidebar_fill_color': u'EFEFEF', u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/A2XpNHxuub', u'indices': [0, 23], u'expanded_url': u'https://brasildefato.com.br/', u'display_url': u'brasildefato.com.br'}]}, u'description': {u'urls': []}}, u'followers_count': 105681, u'profile_sidebar_border_color': u'EEEEEE', u'id_str': u'64257256', u'profile_background_color': u'131516', u'listed_count': 1432, u'is_translation_enabled': False, u'utc_offset': None, u'statuses_count': 43899, u'description': u'Uma visão popular do Brasil e do Mundo', u'friends_count': 376, u'location': u'Brasil', u'profile_link_color': u'009999', u'profile_image_url': u'http://pbs.twimg.com/profile_images/842837583331643392/eDnunIQJ_normal.jpg', u'following': False, u'geo_enabled': True, u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/64257256/1489783816', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme14/bg.gif', u'screen_name': u'Brasil_de_Fato', u'lang': u'pt', u'profile_background_tile': True, u'favourites_count': 1022, u'name': u'Brasil de Fato', u'notifications': False, u'url': u'https://t.co/A2XpNHxuub', u'created_at': u'Sun Aug 09 21:21:42 +0000 2009', u'contributors_enabled': False, u'time_zone': None, u'protected': False, u'default_profile': False, u'is_translator': False}",0.0
3,,,Wed May 30 23:59:31 +0000 2018,"{u'symbols': [], u'user_mentions': [{u'id': 118864905, u'indices': [3, 13], u'id_str': u'118864905', u'screen_name': u'VTVcanal8', u'name': u'VTV CANAL 8'}], u'hashtags': [], u'urls': []}",0,False,,1001976430992003072,1001976430992003072,,,,,,False,es,"{u'iso_language_code': u'es', u'result_type': u'recent'}",,,403,False,"{u'contributors': None, u'truncated': True, u'text': u'INTERNACIONALES | El Tribunal Regional Federal de la Tercera Región de Brasil, ordenó la restitución de sus derecho… https://t.co/49RKnb9FYb', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 1001836981532463104, u'favorite_count': 207, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/49RKnb9FYb', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1001836981532463104', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}, u'retweeted': False, u'coordinates': None, u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 403, u'id_str': u'1001836981532463104', u'favorited': False, u'user': {u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': False, u'default_profile_image': False, u'id': 118864905, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme17/bg.gif', u'verified': True, u'translator_type': u'regular', u'profile_text_color': u'333333', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/917506292423344129/_5qaXsUk_normal.jpg', u'profile_sidebar_fill_color': u'E6F6F9', u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/m6LaVCRB7I', u'indices': [0, 23], u'expanded_url': u'http://vtv.gob.ve', u'display_url': u'vtv.gob.ve'}]}, u'description': {u'urls': [{u'url': u'https://t.co/a5JJYTXIYk', u'indices': [61, 84], u'expanded_url': u'http://facebook.com/VTVtuCanal', u'display_url': u'facebook.com/VTVtuCanal'}, {u'url': u'https://t.co/ej8nGm7m4t', u'indices': [87, 110], u'expanded_url': u'http://youtube.com/MultimedioVTV', u'display_url': u'youtube.com/MultimedioVTV'}, {u'url': u'https://t.co/hCy05R9VFU', u'indices': [113, 136], u'expanded_url': u'http://instagram.com/VTVcanal8', u'display_url': u'instagram.com/VTVcanal8'}]}}, u'followers_count': 1514220, u'profile_sidebar_border_color': u'000000', u'id_str': u'118864905', u'profile_background_color': u'ABB8C2', u'listed_count': 6327, u'is_translation_enabled': True, u'utc_offset': None, u'statuses_count': 695699, u'description': u'Somos Venezolana de Televisión, 24 horas en vivo | Síguenos  https://t.co/a5JJYTXIYk | https://t.co/ej8nGm7m4t | https://t.co/hCy05R9VFU', u'friends_count': 531, u'location': u'Venezuela', u'profile_link_color': u'1B95E0', u'profile_image_url': u'http://pbs.twimg.com/profile_images/917506292423344129/_5qaXsUk_normal.jpg', u'following': False, u'geo_enabled': True, u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/118864905/1527167189', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme17/bg.gif', u'screen_name': u'VTVcanal8', u'lang': u'es', u'profile_background_tile': True, u'favourites_count': 1452, u'name': u'VTV CANAL 8', u'notifications': False, u'url': u'https://t.co/m6LaVCRB7I', u'created_at': u'Mon Mar 01 23:44:14 +0000 2010', u'contributors_enabled': False, u'time_zone': None, u'protected': False, u'default_profile': False, u'is_translator': False}, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'es', u'created_at': u'Wed May 30 14:45:24 +0000 2018', u'in_reply_to_status_id_str': None, u'place': {u'country_code': u'VE', u'url': u'https://api.twitter.com/1.1/geo/id/043383f8b2b79918.json', u'country': u'Venezuela', u'place_type': u'country', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.3540725, 0.648837], [-59.8037796, 0.648837], [-59.8037796, 12.1968022], [-73.3540725, 12.1968022]]]}, u'contained_within': [], u'full_name': u'Venezuela', u'attributes': {}, u'id': u'043383f8b2b79918', u'name': u'Venezuela'}, u'metadata': {u'iso_language_code': u'es', u'result_type': u'recent'}}","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @VTVcanal8: INTERNACIONALES | El Tribunal Regional Federal de la Tercera Región de Brasil, ordenó la restitución de sus derechos como ex…",False,"{u'follow_request_sent': False, u'has_extended_profile': False, u'profile_use_background_image': False, u'default_profile_image': False, u'id': 880545499790680064, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme1/bg.png', u'verified': False, u'translator_type': u'none', u'profile_text_color': u'000000', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/1001668225074171905/UKR7ip3t_normal.jpg', u'profile_sidebar_fill_color': u'000000', u'entities': {u'description': {u'urls': []}}, u'followers_count': 25, u'profile_sidebar_border_color': u'000000', u'id_str': u'880545499790680064', u'profile_background_color': u'000000', u'listed_count': 0, u'is_translation_enabled': False, u'utc_offset': None, u'statuses_count': 237, u'description': u'BRIGADISTA del Movimiento Somos Venezuela. Creo en mi país, y en el Proyecto Bolivariano SOMOS MILLONES y PASE LO QUE PASE ¡Seguiremos Construyendo Patria! 🇻🇪', u'friends_count': 79, u'location': u'Puerto La Cruz, Venezuela', u'profile_link_color': u'1B95E0', u'profile_image_url': u'http://pbs.twimg.com/profile_images/1001668225074171905/UKR7ip3t_normal.jpg', u'following': False, u'geo_enabled': False, u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/880545499790680064/1527651220', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'edavidrebolledo', u'lang': u'es', u'profile_background_tile': False, u'favourites_count': 2, u'name': u'SOY BRIGADISTA', u'notifications': False, u'url': None, u'created_at': u'Thu Jun 29 21:56:21 +0000 2017', u'contributors_enabled': False, u'time_zone': None, u'protected': False, u'default_profile': False, u'is_translator': False}",0.0
4,,,Wed May 30 23:59:31 +0000 2018,"{u'symbols': [], u'user_mentions': [{u'id': 69373037, u'indices': [3, 12], u'id_str': u'69373037', u'screen_name': u'esuplicy', u'name': u'Suplicy #LulaLivre'}], u'hashtags': [], u'urls': []}",0,False,,1001976430690029568,1001976430690029568,,,,,,False,pt,"{u'iso_language_code': u'pt', u'result_type': u'recent'}",,,108,False,"{u'contributors': None, u'truncated': True, u'text': u'Esclarece o advogado Cristiano Zanin Martins: “O Tribunal Regional Federal da 3ª Região atendeu ao pedido formulado… https://t.co/jgmMCUHpkA', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 1001585606227619840, u'favorite_count': 432, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/jgmMCUHpkA', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1001585606227619840', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}, u'retweeted': False, u'coordinates': None, u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 108, u'id_str': u'1001585606227619840', u'favorited': False, u'user': {u'follow_request_sent': False, u'has_extended_profile': False, u'profile_use_background_image': False, u'default_profile_image': False, u'id': 69373037, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme6/bg.gif', u'verified': True, u'translator_type': u'none', u'profile_text_color': u'333333', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/935514307097395201/5Ohn4IJn_normal.jpg', u'profile_sidebar_fill_color': u'A0C5C7', u'entities': {u'description': {u'urls': []}}, u'followers_count': 363329, u'profile_sidebar_border_color': u'000000', u'id_str': u'69373037', u'profile_background_color': u'FFFFFF', u'listed_count': 1949, u'is_translation_enabled': False, u'utc_offset': None, u'statuses_count': 6607, u'description': u'Fui eleito vereador com 301 mil votos. Fui secretário de Direitos Humanos e Cidadania na gestão Fernando Haddad. Fui senador de 1991/2014, deputado e vereador.', u'friends_count': 3556, u'location': u'São Paulo, Brasil', u'profile_link_color': u'CF0404', u'profile_image_url': u'http://pbs.twimg.com/profile_images/935514307097395201/5Ohn4IJn_normal.jpg', u'following': False, u'geo_enabled': True, u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/69373037/1523297487', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme6/bg.gif', u'screen_name': u'esuplicy', u'lang': u'pt', u'profile_background_tile': False, u'favourites_count': 2115, u'name': u'Suplicy #LulaLivre', u'notifications': False, u'url': None, u'created_at': u'Thu Aug 27 19:00:10 +0000 2009', u'contributors_enabled': False, u'time_zone': None, u'protected': False, u'default_profile': False, u'is_translator': False}, u'geo': None, u'in_reply_to_user_id_str': None, u'lang': u'pt', u'created_at': u'Tue May 29 22:06:31 +0000 2018', u'in_reply_to_status_id_str': None, u'place': None, u'metadata': {u'iso_language_code': u'pt', u'result_type': u'recent'}}","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @esuplicy: Esclarece o advogado Cristiano Zanin Martins: “O Tribunal Regional Federal da 3ª Região atendeu ao pedido formulado pelos adv…,False,"{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': True, u'default_profile_image': False, u'id': 17306744, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme1/bg.png', u'verified': False, u'translator_type': u'none', u'profile_text_color': u'333333', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/993920669720219648/IFgs9LtH_normal.jpg', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/0cWyZj5oIB', u'indices': [0, 23], u'expanded_url': u'https://www.instagram.com/hevercosta/', u'display_url': u'instagram.com/hevercosta/'}]}, u'description': {u'urls': []}}, u'followers_count': 1274, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'17306744', u'profile_background_color': u'C0DEED', u'listed_count': 26, u'is_translation_enabled': False, u'utc_offset': None, u'statuses_count': 148881, u'description': u'“Entre na batalha. Nela ninguém perde. Mesmo para aquele que perde,  seus feitos ainda prevalecem”    William Morris


#EsquerdistasSeguemEsquerdistas', u'friends_count': 1766, u'location': u'Ouro Preto - MG - Brasil', u'profile_link_color': u'0084B4', u'profile_image_url': u'http://pbs.twimg.com/profile_images/993920669720219648/IFgs9LtH_normal.jpg', u'following': False, u'geo_enabled': True, u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/17306744/1476231740', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme1/bg.png', u'screen_name': u'hevercosta', u'lang': u'pt', u'profile_background_tile': True, u'favourites_count': 155245, u'name': u'Hever Costa #LulaLivre', u'notifications': False, u'url': u'https://t.co/0cWyZj5oIB', u'created_at': u'Tue Nov 11 09:34:46 +0000 2008', u'contributors_enabled': False, u'time_zone': None, u'protected': False, u'default_profile': False, u'is_translator': False}",0.0
5,,,Wed May 30 23:56:42 +0000 2018,"{u'symbols': [], u'user_mentions': [{u'id': 118864905, u'indices': [3, 13], u'id_str': u'118864905', u'screen_name': u'VTVcanal8', u'name': u'VTV CANAL 8'}], u'hashtags': [], u'urls': []}",0,False,,1001975721965883392,1001975721965883392,,,,,,False,es,"{u'iso_language_code': u'es', u'result_type': u'recent'}",,,403,False,"{u'contributors': None, u'truncated': True, u'text': u'INTERNACIONALES | El Tribunal Regional Federal de la Tercera Región de Brasil, ordenó la restitución de sus derecho… https://t.co/49RKnb9FYb', u'is_quote_status': False, u'in_reply_to_status_id': None, u'id': 1001836981532463104, u'favorite_count': 207, u'entities': {u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/49RKnb9FYb', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/1001836981532463104', u'display_url': u'twitter.com/i/web/status/1\u2026'}]}, u'retweeted': False, u'coordinates': None, u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'in_reply_to_screen_name': None, u'in_reply_to_user_id': None, u'retweet_count': 403, u'id_str': u'1001836981532463104', u'favorited': False, u'user': {u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': False, u'default_profile_image': False, u'id': 118864905, u'profile_background_image_url_https': u'https://abs.twimg.com/images/themes/theme17/bg.gif', u'verified': True, u'translator_type': u'regular', u'profile_text_color': u'333333', u'profile_image_url_https': u'https://pbs.twimg.com/profile_images/917506292423344129/_5qaXsUk_normal.jpg', u'profile_sidebar_fill_color': u'E6F6F9', u'entities': {u'url': {u'urls': [{u'url': u'https://t.co/m6LaVCRB7I', u'indices': [0, 23], u'expanded_url': u'http://vtv.gob.ve', u'display_url': u'vtv.gob.ve'}]}, u'description': {u'urls': [{u'url': u'https://t.co/a5JJYTXIYk', u'indices': [61, 84], u'expanded_url': u'http://facebook.com/VTVtuCanal', u'display_url': u'facebook.com/VTVtuCanal'}, {u'url': u'https://t.co/ej8nGm7m4t', u'indices': [87, 110], u'expanded_url': u'http://youtube.com/MultimedioVTV', u'display_url': u'youtube.com/MultimedioVTV'}, {u'url': u'https://t.co/hCy05R9VFU', u'indices': [113, 136], u'expanded_url': u'http://instagram.com/VTVcanal8', u'display_url': u'instagram.com/VTVcanal8'}]}}, u'followers_count': 1514220, u'profile_sidebar_border_color': u'000000', u'id_str': u'118864905', u'profile_background_color': u'ABB8C2', u'listed_count': 6327, u'is_translation_enabled': True, u'utc_offset': None, u'statuses_count': 695699, u'description': u'Somos Venezolana de Televisión, 24 horas en vivo | Síguenos  https://t.co/a5JJYTXIYk | https://t.co/ej8nGm7m4t | https://t.co/hCy05R9VFU', u'friends_count': 531, u'location': u'Venezuela', u'profile_link_color': u'1B95E0', u'profile_image_url': u'http://pbs.twimg.com/profile_images/917506292423344129/_5qaXsUk_normal.jpg', u'following': False, u'geo_enabled': True, u'profile_banner_url': u'https://pbs.twimg.com/profile_banners/118864905/1527167189', u'profile_background_image_url': u'http://abs.twimg.com/images/themes/theme17/bg.gif', u'screen_name': u'VTVcanal8', u'lang': u'es', u'profile_background_tile': True, u'favourites_count': 1452, u'name': u'VTV CANAL 8', u'notifications': False, u'url': u'https://t.co/m6LaVCRB7I', u'created_at': u'Mon Mar 01 23:44:14 +0000 2010', u'contributors_enabled': False, u'time_zone': None, u'protected': False, u'default_profile': False, u'is_translator': False}, u'geo': None, u'in_reply_to_user_id_str': None, u'possibly_sensitive': False, u'lang': u'es', u'created_at': u'Wed May 30 14:45:24 +0000 2018', u'in_reply_to_status_id_str': None, u'place': {u'country_code': u'VE', u'url': u'https://api.twitter.com/1.1/geo/id/043383f8b2b79918.json', u'country': u'Venezuela', u'place_type': u'country', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-73.3540725, 0.648837], [-59.8037796, 0.648837], [-59.8037796, 12.1968022], [-73.3540725, 12.1968022]]]}, u'contained_within': [], u'full_name': u'Venezuela', u'attributes': {}, u'id': u'043383f8b2b79918', u'name': u'Venezuela'}, u'metadata': {u'iso_language_code': u'es', u'result_type': u'recent'}}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @VTVcanal8: INTERNACIONALES | El Tribunal Regional Federal de la Tercera Región de Brasil, ordenó la restitución de sus derechos como ex…",False,"{u'follow_request_sent': False, u'has_extended_profile': True, u'profile_use_background_image': True, u'default_profile_image': True, u'id': 991535362404241409, u'profile_background_image_url_https': None, u'verified': False, u'translator_type': u'none', u'profile_text_color': u'333333', u'profile_image_url_https': u'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', u'profile_sidebar_fill_color': u'DDEEF6', u'entities': {u'description': {u'urls': []}}, u'followers_count': 14, u'profile_sidebar_border_color': u'C0DEED', u'id_str': u'991535362404241409', u'profile_background_color': u'F5F8FA', u'listed_count': 0, u'is_translation_enabled': False, u'utc_offset': None, u'statuses_count': 274, u'description': u'', u'friends_count': 263, u'location': u'Caracas, Venezuela', u'profile_link_color': u'1DA1F2', u'profile_image_url': u'http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', u'following': False, u'geo_enabled': False, u'profile_background_image_url': None, u'screen_name': u'Jesusal23301269', u'lang': u'es', u'profile_background_tile': False, u'favourites_count': 68, u'name': u'Jesus Alayon', u'notifications': False, u'url': None, u'created_at': u'Wed May 02 04:30:27 +0000 2018', u'contributors_enabled': False, u'time_zone': None, u'protected': False, u'default_profile': True, u'is_translator': False}",0.0
